CIUDAD;VENDEDOR;FACTURA ;FECHA;CLIENTE ;VALOR SIN IVA;VALOR CON IVA;CREDITO;VENCIMIENTO;FECHA PAGO;RADICACION;LINEA; ESTADO DE LA COMISION;;
BOGOTA;JGG;1424;18-ago.-16;CIA COLOMBIANA DE CERAMICA S.A.S.;4.194.450;4.865.562;60;21-oct-16;25-oct.-16;22-ago-16;SANDPIPER;PAGADA OCTUBRE;;
BOGOTA;MAV;1425;18-ago.-16;SETEFER LTDA;1.087.276;1.261.240;30;18-sep-16;7-oct.-16;19-ago-16;OTROS;PAGADA OCTUBRE;;
CALI;APM;1426;18-ago.-16;SMURFIT KAPPA CARTON COLOMBIA S.A.;2.804.000;3.252.640;60;21-oct-16;21-oct.-16;22-ago-16;PUMPER PARTS;PAGADA OCTUBRE;;
BUCARAMANGA;LRL;1427;22-ago.-16;ESSI ELECTRICIDAD Y SERVICIOS INDUSTRIALES S.A.S.;3.718.000;4.312.880;0;22-ago-16;5-ago.-16;22-ago-16;SANDPIPER;PAGADA AGOSTO;;
BUCARAMANGA;LRL;1428;22-ago.-16;ESSI ELECTRICIDAD Y SERVICIOS INDUSTRIALES S.A.S.;3.718.000;4.312.880;0;22-ago-16;5-ago.-16;22-ago-16;SANDPIPER;PAGADA AGOSTO;;
BOGOTA;JGG;1429;22-ago.-16;COMPAÑÍA LECHERA DE EL MORTIÑO LIMITADA COML;6.395.250;7.418.490;30;23-sep-16;DEVUELTA;24-ago-16;PFCUSA;DEVUELTA;;
BOGOTA;MAV;1430;23-ago.-16;PRODUCCIONES QUIMICAS S.A.;18.077.666;20.970.092;30;23-sep-16;13-oct.-16;24-ago-16;SANDPIPER;PAGADA OCTUBRE;;
BOGOTA;JGG;1431;23-ago.-16;CIA COLOMBIANA DE CERAMICA S.A.S.;1.165.800;1.352.328;60;24-oct-16;10-nov.-16;25-ago-16;SANDPIPER;PAGADA NOVIEMBRE;;
CARTAGENA;HJS;1432;24-ago.-16;MEXICHEM RESINAS COLOMBIA S.A.S.;1.964.810;2.279.180;60;25-oct-16;3-nov.-16;26-ago-16;SANDPIPER;PAGADA NOVIEMBRE;;
BOGOTA;JFA;1433;24-ago.-16;ESPUMAS SANTA FE DE BOGOTA S.A.;6.142.950;7.125.822;30;24-sep-16;18-oct.-16;25-ago-16;VIKING;PAGADA OCTUBRE;;
MEDELLIN;RGC;1434;24-ago.-16;SUMINISTROS DE COLOMBIA S.A.S.;1.223.452;1.419.204;60;24-oct-16;10-nov.-16;25-ago-16;SANDPIPER;PAGADA NOVIEMBRE;;
MEDELLIN;RGC;1435;24-ago.-16;AMTEX S.A.;151.739;176.017;30;25-sep-16;31-oct.-16;26-ago-16;SANDPIPER;PAGADA NOVIEMBRE;;
BOGOTA;JGG;1436;24-ago.-16;BRINSA S.A.;11.641.347;13.503.963;45;13-oct-16;9-nov.-16;29-ago-16;SANDPIPER;PAGADA NOVIEMBRE;;
MEDELLIN;RGC;1437;26-ago.-16;HIDRAULlCOS & HIDRAULlCOS S.A.S.;5.331.014;6.183.976;0;26-ago-16;23-ago.-16;26-ago-16;VIKING;PAGADA AGOSTO;;
MEDELLIN;RGC;1438;26-ago.-16;EUROCERAMICA S.A.;1.271.531;1.474.976;30;28-sep-16;30-sep.-16;29-ago-16;SANDPIPER;PAGADA SEPTIEMBRE;;
BOGOTA;JGG;1439;26-ago.-16;COMPAÑÍA NACIONAL DE CHOCOLATES S.A.S.;164.000;190.240;30;25-sep-16;3-oct.-16;26-ago-16;OTROS;PAGADA OCTUBRE;;
;;1440;;ANULADA;;;;;;;;;;
BOGOTA;JGG;1441;1-sep.-16;ITALCOL S.A.;1.210.000;1.403.600;30;1-oct-16;19-oct.-16;1-sep-16;OTROS;PAGADA OCTUBRE;;
BOGOTA;JGG;1442;1-sep.-16;CERAMICA SAN LORENZO INDUSTRIAL DE COLOMBIA;4.478.600;5.195.176;45;16-oct-16;28-oct.-16;1-sep-16;SANDPIPER;PAGADA OCTUBRE;;
BUCARAMANGA;LRL;1443;1-sep.-16;ESSI ELECTRICIDAD Y SERVICIOS INDUSTRIALES S.A.S.;3.735.000;4.332.600;0;1-sep-16;24-ago.-16;1-sep-16;SANDPIPER;PAGADA SEPTIEMBRE;;
MANIZALES;APM;1444;1-sep.-16;JORGE E. JARAMILLO V. Y. CIA S.A.S.;7.529.140;8.733.802;30;2-oct-16;7-oct.-16;2-sep-16;VIKING;PAGADA OCTUBRE;;
BOGOTA;MAV;1445;1-sep.-16;TEXTILES LAFAYETTE S.A.S.;357.200;414.352;30;1-oct-16;5-oct.-16;1-sep-16;VIKING;PAGADA OCTUBRE;;
BARRANQUILLA;HJS;1446;1-sep.-16;TALECTRO INGENIERIA S.A.S.;3.145.748;3.649.068;30;5-oct-16;19-sep.-16;5-sep-16;SANDPIPER;PAGADA SEPTIEMBRE;;
CALI;APM;1447;1-sep.-16;PAVCO DE OCCIDENTE S.A.S.;3.936.100;4.565.876;30;5-oct-16;15-nov.-16;5-sep-16;VIKING;PAGADA NOVIEMBRE;;
BOGOTA;MAV;1448;2-sep.-16;BIOQUIMICO PHARMA S.A.;301.000;349.160;0;2-sep-16;30-ago.-16;2-sep-16;OTROS;PAGADA SEPTIEMBRE;;
BOGOTA;JGG;1449;2-sep.-16;OLEODUCTO CENTRAL S.A.;1.398.124;1.621.824;30;2-oct-16;6-oct.-16;2-sep-16;SANDPIPER;PAGADA OCTUBRE;;
MEDELLIN;RGC;1450;8-sep.-16;C.I. UNION DE BANANEROS DE URABA S.A. UNIBAN;9.303.975;10.792.611;30;9-oct-16;14-oct.-16;9-sep-16;SANDPIPER;PAGADA OCTUBRE;;
MEDELLIN;RGC;1451;8-sep.-16;AMTEX S.A.;197.284;228.849;30;9-oct-16;11-oct.-16;9-sep-16;SANDPIPER;PAGADA NOVIEMBRE;;
MEDELLIN;RGC;1452;9-sep.-16;INDUSTRIAS HACEB S.A.;4.410.000;5.115.600;60;11-nov-16;18-nov.-16;12-sep-16;OTROS;PAGADA NOVIEMBRE;;
BOGOTA;JGG;1453;9-sep.-16;CIA COLOMBIANA DE CERAMICA S.A.S.;147.828;171.480;60;11-nov-16;25-nov.-16;12-sep-16;SANDPIPER;PAGADA NOVIEMBRE;;
BOGOTA;JGG;1454;9-sep.-16;PRODUCTOS QUIMICOS PANAMERICANOS S.A.;1.427.000;1.655.320;30;12-oct-16;23-sep.-16;12-sep-16;PUMPER PARTS;PAGADA SEPTIEMBRE;;
MEDELLIN;RGC;1455;9-sep.-16;PRODUCTOS LACTEOS AURA S.A.;330.094;382.909;0;12-sep-16;15-sep.-16;12-sep-16;SANDPIPER;PAGADA SEPTIEMBRE;;
BOGOTA;MAV;1456;12-sep.-16;HERMIEQUIPOS Y BOMBAS S.A.S.;950.700;1.102.812;30;12-oct-16;3-nov.-16;12-sep-16;PFCUSA;PAGADA NOVIEMBRE;;
CALI;APM;1457;12-sep.-16;CARTONERA NACIONAL S.A.;87.780;101.825;60;13-nov-16;16-dic.-16;14-sep-16;SANDPIPER;PAGADA DICIEMBRE;;
BOGOTA;MAV;1458;12-sep.-16;PEPSICO ALIMENTOS;1.423.800;1.651.608;60;18-nov-16;24-nov.-16;19-sep-16;VIKING;PAGADA NOVIEMBRE;;
MEDELLIN;RGC;1459;13-sep.-16;EUROCERAMICA S.A.;1.143.308;1.326.237;30;14-oct-16;21-oct.-16;14-sep-16;SANDPIPER;PAGADA OCTUBRE;;
BOGOTA;JGG;1460;15-sep.-16;CERAMICA SAN LORENZO INDUSTRIAL DE COLOMBIA;4.478.600;5.195.176;45;31-oct-16;4-nov.-16;16-sep-16;SANDPIPER;PAGADA NOVIEMBRE;;
MANIZALES;APM;1461;15-sep.-16;JORGE E. JARAMILLO V. Y. CIA S.A.S.;8.806.500;10.215.540;30;16-oct-16;19-oct.-16;16-sep-16;VIKING;PAGADA OCTUBRE;;
SANTA MARTA;HJS;1462;15-sep.-16;AUGUSTEA GRANCOLOMBIA S.A.S. (ANULADA);1.160.714;1.346.428;30;19-oct-16;26-sep.-16;19-sep-16;OTROS;PAGADA SEPTIEMBRE;;
BOGOTA;JFA;1463;16-sep.-16;PACKING S.A.S.;662.000;767.920;60;18-nov-16;17-nov.-16;19-sep-16;SANDPIPER;PAGADA NOVIEMBRE;;
MANIZALES;RGC;1464;16-sep.-16;TABLEMAC S.A.;353.744;410.343;30;19-oct-16;31-oct.-16;19-sep-16;VIKING;PAGADA NOVIEMBRE;;
BOGOTA;JGG;1465;16-sep.-16;SUMINISTROS DE COLOMBIA S.A.S.;5.278.089;6.122.583;60;18-nov-16;25-nov.-16;19-sep-16;SANDPIPER;PAGADA NOVIEMBRE;;
BOGOTA;JGG;1466;16-sep.-16;GEOPARK COLOMBIA S.A.S.;6.841.527;7.936.171;30;19-oct-16;20-oct.-16;19-sep-16;SANDPIPER;PAGADA OCTUBRE;;
BOGOTA;JGG;1467;16-sep.-16;GEOPARK COLOMBIA S.A.S.;2.414.300;2.800.588;30;19-oct-16;20-oct.-16;19-sep-16;OTROS;PAGADA OCTUBRE;;
BOGOTA;LRL;1468;19-sep.-16;MASTER CONTROLS LTDA.;2.013.494;2.335.653;0;19-sep-16;30-sep.-16;19-sep-16;SANDPIPER;PAGADA SEPTIEMBRE;;
BUCARAMANGA;LRL;1469;19-sep.-16;ESSI ELECTRICIDAD Y SERVICIOS INDUSTRIALES S.A.S.;3.718.000;4.312.880;0;19-sep-16;5-ago.-16;19-sep-16;SANDPIPER;PAGADA OCTUBRE;;
BOGOTA;JGG;1470;19-sep.-16;SUMINISTROS DE COLOMBIA S.A.S.;1.559.340;1.808.834;60;20-nov-16;25-nov.-16;21-sep-16;SANDPIPER;PAGADA NOVIEMBRE;;
BOGOTA;JGG;1471;19-sep.-16;CIA COLOMBIANA DE CERAMICA S.A.S.;2.237.393;2.595.376;60;20-nov-16;DEVUELTA;21-sep-16;SANDPIPER;PAGADA OCTUBRE;;
CALI;APM;1472;19-sep.-16;MANUELITA;16.333.000;18.946.280;45;5-nov-16;16-dic.-16;21-sep-16;VIKING;PAGADA DICIEMBRE;;
CALI;APM;1473;19-sep.-16;INGENIO SAN CARLOS S.A.;6.637.521;7.699.524;60;20-nov-16;15-nov.-16;21-sep-16;VIKING;PAGADA NOVIEMBRE;;
CALI;APM;1474;19-sep.-16;SMURFIT KAPPA CARTON COLOMBIA S.A.;31.696;36.767;60;20-nov-16;11-nov.-16;21-sep-16;PUMPER PARTS;PAGADA NOVIEMBRE;;
CALI;APM;1475;19-sep.-16;CARTONES AMERICA S.A.;216.156;250.741;60;20-nov-16;2-dic.-16;21-sep-16;SANDPIPER;PAGADA DICIEMBRE;;
BOGOTA;MAV;1476;19-sep.-16;TURBINOBOMBAS LTDA;529.228;613.904;0;19-sep-16;18/08/16 y 26/09/16;19-sep-16;SANDPIPER;PAGADA SEPTIEMBRE;;
BOGOTA;MAV;1477;19-sep.-16;C D C INGENIERA & CONTROL S.A.S.;2.731.880;3.168.981;0;20-sep-16;19/08/16 y 20/09/16;20-sep-16;SANDPIPER;PAGADA SEPTIEMBRE;;
BOGOTA;MAV;1478;19-sep.-16;SETEFER LTDA;274.371;318.270;30;19-oct-16;18-nov-16;19-sep-16;PUMPER PARTS;PAGADA NOVIEMBRE;;
BOGOTA;MAV;1479;19-sep.-16;PROQUINAL S.A.;1.088.022;1.262.106;60;18-nov-16;24-nov-16;19-sep-16;SANDPIPER;PAGADA NOVIEMBRE;;
BOGOTA;MAV;1480;19-sep.-16;PRODUCCIONES QUIMICAS S.A.;425.600;493.696;30;19-oct-16;30-nov-16;19-sep-16;SANDPIPER;PAGADA DICIEMBRE;;
CARTAGENA;HJS;1481;20-sep.-16;KNAUF DE COLOMBIA S.A.S.;390.268;452.711;60;20-nov-16;18-nov.-16;21-sep-16;SANDPIPER;PAGADA NOVIEMBRE;;
BOGOTA;JFA;1482;20-sep.-16;ESPUMAS SANTA FE DE BOGOTA S.A.;597.349;692.925;30;21-oct-16;21-oct.-16;21-sep-16;VIKING;PAGADA OCTUBRE;;
BARRANQUILLA;HJS;1483;20-sep.-16;PRODUCTOS QUIMICOS PANAMERICANOS S.A.;250.000;290.000;30;21-oct-16;31-oct.-16;21-sep-16;HIDROMAC;PAGADA NOVIEMBRE;;
CALI;APM;1484;21-sep.-16;MANUELITA;735.500;853.180;45;7-nov-16;28-oct-16;23-sep-16;OTROS;PAGADA OCTUBRE;;
CALI;APM;1485;21-sep.-16;TRIADA EMA S.A. SUCURSAL COLOMBIA;1.250.000;1.450.000;45;7-nov-16;29-nov-16;23-sep-16;OTROS;PAGADA NOVIEMBRE;;
;;1486;;ANULADA;;;;;;;;;;
MEDELLIN;RGC;1487;21-sep.-16;AMTEX S.A.;308.532;357.897;60;22-nov-16;24-nov-16;23-sep-16;SANDPIPER;PAGADA NOVIEMBRE;;
BOGOTA;MAV;1488;21-sep.-16;POWER OIL & GAS S.A.S.;13.245.550;15.364.838;0;21-sep-16;22-sep.-16;21-sep-16;VIKING;PAGADA OCTUBRE;;
BOGOTA;JGG;1489;21-sep.-16;BRINSA S.A.;22.882.092;26.543.227;45;5-nov-16;7-dic.-16;21-sep-16;VIKING;PAGADA DICIEMBRE;;
CALI;APM;1490;22-sep.-16;COLPOZOS S.A.S.;14.990.000;17.388.400;60;25-nov-16;25-nov.-16;26-sep-16;VIKING;PAGADA NOVIEMBRE;;
MEDELLIN;RGC;1491;23-sep.-16;EUROCERAMICA S.A.;265.460;307.934;30;26-oct-16;28-oct.-16;26-sep-16;SANDPIPER;PAGADA OCTUBRE;;
BOGOTA;JFA;1492;27-sep.-16;REFRIGERACION LGCA S.A.S;1.634.052;1.895.500;0;28-sep-16;26-sep.-16;28-sep-16;VIKING;PAGADA OCTUBRE;;
BOGOTA;JGG;1493;30-sep.-16;SUMINISTROS DE COLOMBIA S.A.S.;5.549.307;6.437.196;60;4-dic-16;12-dic.-16;5-oct-16;SANDPIPER;PAGADA ENERO;;
MEDELLIN;RGC;1494;1-oct.-16;COMPAÑÍA NACIONAL DE CHOCOLATES S.A.S.;10.620.035;12.319.241;30;2-nov-16;4-nov.-16;3-oct-16;VIKING;PAGADA NOVIEMBRE;;
MEDELLIN;RGC;1495;1-oct.-16;EUROCERAMICA S.A.;1.269.068;1.472.119;30;2-nov-16;4-nov.-16;3-oct-16;SANDPIPER;PAGADA NOVIEMBRE;;
MANIZALES;RGC;1496;1-oct.-16;TABLEMAC S.A.;676.880;785.181;30;2-nov-16;15-nov.-16;3-oct-16;VIKING;PAGADA NOVIEMBRE;;
BOGOTA;LRL;1497;1-oct.-16;MASTER CONTROLS LTDA.;192.564;223.374;0;1-oct-16;29-sep.-16;1-oct-16;SANDPIPER;PAGADA SEPTIEMBRE;;
BOGOTA;MAV;1498;1-oct.-16;IMPALA TERMINALS BARRANCABERMEJA S.A.;4.981.944;5.779.055;30;2-nov-16;31-oct.-16;3-oct-16;VIKING;PAGADA NOVIEMBRE;;
BOGOTA;JGG;1499;1-oct.-16;MANSAROVAR ENERGY COLOMBIA LTDA;4.785.000;5.550.600;30;2-nov-16;4-nov.-16;3-oct-16;OTROS;PAGADA NOVIEMBRE;;
BOGOTA;JGG;1500;3-oct.-16;ITALCOL S.A.;2.959.200;3.432.672;30;4-nov-16;24-oct.-16;5-oct-16;SANDPIPER;PAGADA OCTUBRE;;
BUCARAMANGA;MAV;1501;3-oct.-16;HARINAGRO S.A.;2.862.000;3.319.920;30;4-nov-16;3-oct.-16;5-oct-16;SANDPIPER;PAGADA OCTUBRE;;
BOGOTA;JGG;1502;3-oct.-16;SUMINISTROS DE COLOMBIA S.A.S.;219.145;254.208;60;4-dic-16;12-dic.-16;5-oct-16;SANDPIPER;PAGADA ENERO;;
CALI;(APM) JGG;1503;3-oct.-16;SOLLA S.A.;3.084.091;3.577.546;30;4-nov-16;9-nov.-16;5-oct-16;VIKING;PAGADA NOVIEMBRE;;
CARTAGENA;HJS;1504;4-oct.-16;MEXICHEM RESINAS COLOMBIA S.A.S.;2.738.080;3.176.173;60;5-dic-16;6-dic.-16;6-oct-16;SANDPIPER;PAGADA DICIEMBRE;;
CARTAGENA;HJS;1505;4-oct.-16;MEXICHEM RESINAS COLOMBIA S.A.S.;6.054.534;7.023.259;60;5-dic-16;6-dic.-16;6-oct-16;SANDPIPER;PAGADA DICIEMBRE;;
CARTAGENA;HJS;1506;4-oct.-16;MEXICHEM RESINAS COLOMBIA S.A.S.;1.420.444;1.647.715;60;5-dic-16;6-dic.-16;6-oct-16;SANDPIPER;PAGADA DICIEMBRE;;
MEDELLIN;RGC;1507;4-oct.-16;COMPAÑÍA NACIONAL DE CHOCOLATES S.A.S.;17.633.042;20.454.329;30;5-nov-16;4-nov.-16;6-oct-16;VIKING;PAGADA NOVIEMBRE;;
BOGOTA;JGG;1508;5-oct.-16;ALIMENTOS FINCA S.A.S.;557.600;646.816;30;6-nov-16;1-nov.-16;7-oct-16;VIKING;PAGADA NOVIEMBRE;;
BUCARAMANGA;MAV;1509;5-oct.-16;FRESKALECHE S.A.;1.610.337;1.867.991;30;6-nov-16;23-nov.-16;7-oct-16;SANDPIPER;PAGADA NOVIEMBRE;;
MEDELLIN;RGC;1510;5-oct.-16;TABLEMAC S.A.;3.709.751;4.303.311;30;6-nov-16;21-nov.-16;7-oct-16;SANDPIPER;PAGADA NOVIEMBRE;;
BARRANQUILLA;HJS;1511;6-oct.-16;CONTELEMEC S.A.S.;13.289.000;15.415.240;30;6-nov-16;07/09/16 y 11/11/16;7-oct-16;HIDROMAC;PAGADA NOVIEMBRE;;
CUCUTA;JFA;1512;6-oct.-16;JOSE ISAI JIMENEZ HERNANDEZ;7.329.295;8.501.982;0;7-oct-16;5-oct.-16;7-oct-16;VIKING;PAGADA OCTUBRE;;
MEDELLIN;RGC;1513;6-oct.-16;FERRO COLOMBIA S.A.S.;1.162.600;1.348.616;30;6-nov-16;15-nov.-16;7-oct-16;SANDPIPER;PAGADA NOVIEMBRE;;
BOGOTA;MAV;1514;7-oct.-16;QUIMICA COSMOS S.A.;607.150;704.294;30;9-nov-16;14-oct.-16;10-oct-16;OTROS;PAGADA OCTUBRE;;
BOGOTA;JGG;1515;7-oct.-16;SUMINISTROS DE COLOMBIA S.A.S.;1.678.088;1.946.582;60;9-dic-16;12-dic.-16;10-oct-16;SANDPIPER;PAGADA DICIEMBRE;;
MEDELLIN;RGC;1516;7-oct.-16;COMPAÑÍA INDUSTRIAL DE PRODUCTOS AGROPECUARIOS;2.076.000;2.408.160;30;9-nov-16;18-nov.-16;10-oct-16;VIKING;PAGADA NOVIEMBRE;;
MEDELLIN;RGC;1517;7-oct.-16;JONATHAN SNEIDER JARAMILLO MUÑOZ;586.132;679.913;0;10-oct-16;23-sep.-16;10-oct-16;PUMPER PARTS;PAGADA OCTUBRE;;
BOGOTA;JGG;1518;7-oct.-16;CIA COLOMBIANA DE CERAMICA S.A.S.;2.237.393;2.595.376;60;9-dic-16;12-dic.-16;10-oct-16;SANDPIPER;PAGADA DICIEMBRE;;
BOGOTA;JGG;1519;7-oct.-16;PEGATEX ARTECOLA S.A.;1.281.350;1.486.366;30;9-nov-16;16-dic.-16;10-oct-16;SANDPIPER;PAGADA DICIEMBRE;;
BOGOTA;JGG;1520;7-oct.-16;PEGATEX ARTECOLA S.A.;1.281.350;1.486.366;30;9-nov-16;16-dic.-16;10-oct-16;SANDPIPER;PAGADA DICIEMBRE;;
BOGOTA;JGG;1521;7-oct.-16;BRINSA S.A.;25.811.862;29.941.760;45;24-nov-16;15-dic.-16;10-oct-16;VIKING;PAGADA DICIEMBRE;;
CALI;(APM) JGG;1522;10-oct.-16;CARTONERA NACIONAL S.A.;2.979.360;3.456.058;60;11-dic-16;13-ene.-17;12-oct-16;SANDPIPER;PAGADA ENERO;;
MEDELLIN;RGC;1523;10-oct.-16;JONATHAN SNEIDER JARAMILLO MUÑOZ;596.500;691.940;0;12-oct-16;13-oct.-16;12-oct-16;PUMPER PARTS;PAGADA OCTUBRE;;
MEDELLIN;RGC;1524;10-oct.-16;FERRO COLOMBIA S.A.S.;1.100.358;1.276.415;30;11-nov-16;15-nov.-16;12-oct-16;SANDPIPER;PAGADA NOVIEMBRE;;
BOGOTA;MAV;1525;10-oct.-16;VICTOR HUGO LARA VARGAS;5.635.980;6.537.737;0;12-oct-16;10-oct.-16;12-oct-16;SANDPIPER;PAGADA OCTUBRE;;
MANIZALES;JGG;1526;10-oct.-16;MABE COLOMBIA S.A.S.;5.969.880;6.925.061;45;5-dic-16;25-ene.-17;21-oct-16;VIKING;PAGADA ENERO;;
MEDELLIN;JGG;1527;11-oct.-16;CIA COLOMBIANA DE CERAMICA S.A.S.;941.914;1.092.620;60;12-dic-16;22-dic.-16;13-oct-16;PUMPER PARTS;PAGADA DICIEMBRE;;
BOGOTA;JGG;1528;12-oct.-16;MARG INTERNACIONAL LTDA.;1.532.743;1.777.982;0;12-oct-16;08/08/16, 15/12/16 y 26/12/16;12-oct-16;VIKING;PAGADA DICIEMBRE;;
BOGOTA;MAV;1529;12-oct.-16;TECNOVALVULAS INTERNACIONAL SAS;1.242.836;1.441.690;30;11-nov-16;22-nov.-16;12-oct-16;SANDPIPER;PAGADA NOVIEMBRE;;
BOGOTA;JGG;1530;12-oct.-16;CIA COLOMBIANA DE CERAMICA S.A.S.;155.820;180.751;60;13-dic-16;22-dic.-16;14-oct-16;SANDPIPER;PAGADA DICIEMBRE;;
MEDELLIN;RGC;1531;13-oct.-16;SOLLA S.A.;4.638.064;5.380.154;30;17-nov-16;16-nov.-16;18-oct-16;VIKING;PAGADA NOVIEMBRE;;
BOGOTA;MAV;1532;13-oct.-16;MAURICIO ROMERO ROMERO;4.292.190;4.978.940;0;13-oct-16;13-oct.-16;13-oct-16;VIKING;PAGADA OCTUBRE;;
BARRANQUILLA;HJS;1533;13-oct.-16;CONTELEMEC S.A.S.;67.111.800;77.849.688;30;12-nov-16;01/07/16, 01/08/16, 06/09/16, 22/11/16, 02/12/16, 29/12/16, 12/01/17 Y 07/03/17;13-oct-16;HIDROMAC;PAGADA MARZO;;
BOGOTA;JGG;1534;18-oct.-16;PRODUCTOS QUIMICOS PANAMERICANOS S.A.;867.100;1.005.836;30;19-nov-16;2-dic.-16;20-oct-16;OTROS;PAGADA DICIEMBRE;;
MEDELLIN;RGC;1535;18-oct.-16;SOLLA S.A.;4.638.064;5.380.154;30;19-nov-16;23-nov.-16;20-oct-16;VIKING;PAGADA NOVIEMBRE;;
BOGOTA;MAV;1536;18-oct.-16;PRODUCCIONES QUIMICAS S.A.;438.500;508.660;30;19-nov-16;30-nov-16;20-oct-16;SANDPIPER;PAGADA DICIEMBRE;;
BUCARAMANGA;MAV;1537;19-oct.-16;JORGE ENRIQUE ROJAS DUARTE;610.000;707.600;0;20-oct-16;13-sep.-16;20-oct-16;PUMPER PARTS;PAGADA OCTUBRE;;
MEDELLIN;LRL;1538;19-oct.-16;TRADEVAL S.A.S.;782.736;907.974;30;19-nov-16;23-nov.-16;20-oct-16;SANDPIPER;PAGADA NOVIEMBRE;;
BARRANQUILLA;HJS;1539;19-oct.-16;LABORATORIOS RETY DE COLOMBIA S.A.;1.371.947;1.591.459;60;20-dic-16;20-dic.-16;21-oct-16;SANDPIPER;PAGADA DICIEMBRE;;
BOGOTA;MAV;1540;19-oct.-16;FLOWTECH LTDA.;622.450;722.042;30;19-nov-16;21-nov.-16;20-oct-16;VIKING;PAGADA NOVIEMBRE;;
MANIZALES;RGC;1541;19-oct.-16;CENTRAL LECHERA DE MANIZALES S.A. CELEMA;771.450;894.882;30;20-nov-16;21-nov.-16;21-oct-16;OTROS;PAGADA NOVIEMBRE;;
MEDELLIN;RGC;1542;20-oct.-16;AMTEX S.A.;2.794.775;3.241.939;60;20-dic-16;22-dic.-16;21-oct-16;SANDPIPER;PAGADA DICIEMBRE;;
MEDELLIN;RGC;1543;20-oct.-16;AMTEX S.A.;564.064;654.314;60;20-dic-16;22-dic.-16;21-oct-16;SANDPIPER;PAGADA DICIEMBRE;;
;;1544;;ANULADA;;;;;;;;;;
MEDELLIN;RGC;1545;20-oct.-16;SOLLA S.A.;4.638.064;5.380.154;30;20-nov-16;23-nov.-16;21-oct-16;VIKING;PAGADA NOVIEMBRE;;
BOGOTA;JGG;1546;20-oct.-16;ITALCOL S.A.;4.216.702;4.891.374;30;20-nov-16;8-nov.-16;21-oct-16;VIKING;PAGADA NOVIEMBRE;;
;;1547;;ANULADA;;;;;;;;;;
BARRANQUILLA;HJS;1548;20-oct.-16;INGEMARC CIA LTDA.;1.693.850;1.964.866;30;23-nov-16;27-oct.-16;24-oct-16;SANDPIPER;PAGADA OCTUBRE;;
BOGOTA;LRL;1549;21-oct.-16;MASTER CONTROLS LTDA.;2.130.244;2.471.083;0;21-oct-16;DEVUELTA;21-oct-16;SANDPIPER;DEVUELTA;;
CALI;APM (JFA);1550;21-oct.-16;CARTONES AMERICA S.A.;3.967.000;4.601.720;60;23-dic-16;16-dic.-16;24-oct-16;SANDPIPER;PAGADA DICIEMBRE;;
BARRANQUILLA;HJS;1551;24-oct.-16;ITALCOL S.A.;2.923.200;3.390.912;30;27-nov-16;20-dic.-16;28-oct-16;VIKING;PAGADA DICIEMBRE;;
BARRANQUILLA;HJS;1552;24-oct.-16;CONTELEMEC S.A.S.;4.422.000;5.129.520;30;24-nov-16;2-dic.-16;25-oct-16;HIDROMAC;PAGADA DICIEMBRE;;
MEDELLIN;RGC;1553;24-oct.-16;COMPAÑÍA NACIONAL DE CHOCOLATES S.A.S.;5.222.468;6.058.063;30;25-nov-16;7-dic.-16;26-oct-16;VIKING;PAGADA DICIEMBRE;;
BARRANQUILLA;HJS;1554;24-oct.-16;AIRMATIC DEL CARIBE S.A.S.;8.653.151;10.037.655;30;25-nov-16;12/08/16y22/12/16;26-oct-16;VIKING;PAGADA DICIEMBRE;;
CARTAGENA;HJS;1555;24-oct.-16;MEXICHEM RESINAS COLOMBIA S.A.S.;2.313.888;2.684.110;60;25-dic-16;15-dic.-16;26-oct-16;SANDPIPER;PAGADA DICIEMBRE;;
CARTAGENA;HJS;1556;24-oct.-16;MEXICHEM RESINAS COLOMBIA S.A.S.;14.482.972;16.800.248;60;25-dic-16;15-dic.-16;26-oct-16;SANDPIPER;PAGADA DICIEMBRE;;
MEDELLIN;RGC;1557;24-oct.-16;SULFOQUIMICA S.A.;193.980;225.017;60;25-dic-16;1-dic.-16;26-oct-16;SANDPIPER;PAGADA DICIEMBRE;;
MEDELLIN;RGC;1558;26-oct.-16;COMPAÑÍA NACIONAL DE CHOCOLATES S.A.S.;5.895.000;6.838.200;30;27-nov-16;7-dic.-16;28-oct-16;PFCUSA;PAGADA DICIEMBRE;;
BOGOTA;JGG;1559;26-oct.-16;SUMINISTROS DE COLOMBIA S.A.S.;4.896.470;5.679.905;60;27-dic-16;10-ene.-17;28-oct-16;SANDPIPER;PAGADA ENERO;;
BOGOTA;JGG;1560;26-oct.-16;CERAMICA SAN LORENZO INDUSTRIAL DE COLOMBIA;1.246.000;1.445.360;45;12-dic-16;DEVUELTA;28-oct-16;SANDPIPER;DEVUELTA;;
MEDELLIN;RGC;1561;26-oct.-16;CIA COLOMBIANA DE CERAMICA S.A.S.;899.130;1.042.991;60;27-dic-16;10-ene.-17;28-oct-16;SANDPIPER;PAGADA ENERO;;
BOGOTA;JFA;1562;26-oct.-16;GASEOSAS LUX S.A.S.;20.623.647;23.923.431;30;25-nov-16;30-nov.-16;26-oct-16;SANDPIPER;PAGADA DICIEMBRE;;
BOGOTA;MAV;1563;26-oct.-16;TECNOVALVULAS INTERNACIONAL SAS;1.242.836;1.441.690;30;27-nov-16;13-dic.-16;28-oct-16;SANDPIPER;PAGADA DICIEMBRE;;
